sample_id	sample_name	alias	development_phase	mechanistic_class	mechanisms_cellular	target_class	gene_symbol_1	gene_symbol_2	gene_symbol_3	gene_symbol_4	gene_symbol_5	moa1	moa2	moa3	moa4	moa5	binary_pharmacology	general_indication	cas	target_subcat	class	primary_mechanism	additional_mechanisms	mechanisms_cellular_apoptosis	mechanisms_cellular_angiogenesis	mechanisms_cellular_signal_transduction
NCGC00344512-01	Cyprodime	NA	Preclinical	Cell Surface Protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-i/o Coupled	G-Coupled Protein Receptor	Opioid receptor antagonist	NA	FALSE	FALSE	FALSE
NCGC00346447-01	D-106669	NA	Preclinical	Cell signaling	NA	NA	PIK3CA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PI3K	PI3 Kinase	PI3Kα inhibitor	NA	FALSE	FALSE	FALSE
NCGC00345018-01	D-159687	NA	Preclinical	Metabolism	NA	NA	PDE4A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phosphodiesterase	Phosphodiesterase IIII D (PDE4D) inhibitor	NA	FALSE	FALSE	FALSE
NCGC00346533-01	Daclatasvir dihydrochloride	BMS-790052	Phase III	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCV NS5A	Antiviral	HCV NS5A inhibitors	NA	FALSE	FALSE	FALSE
NCGC00263083-01	Dalcetrapib	JTT-705	Phase III	Metabolism	NA	NA	CETP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cholesterol	Lipid Metabolism	Cholesteryl Ester Transfer Protein (CETP) inhibitor	NA	FALSE	FALSE	FALSE
NCGC00346498-01	Danoprevir	AR-334191, ITMN-191, RG-7227	Phase II	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCV Protease	Antiviral	HCV Protease inhibitor	NA	FALSE	FALSE	FALSE
NCGC00015349-06	Daphnetin	NA	Preclinical	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pan-protein Kinase	Antimalarial	antimalarial agents	Protein Kinase inhibitor; Non-steroidal antiinflammatory	FALSE	FALSE	FALSE
NCGC00253658-02	Dapoxetine hydrochloride	Priligy, LY-210448	Approved	Cell Surface Protein	NA	NA	SLC6A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serotonin	Plasma Membrane Transporter	Serotonin Transporter (SERT) inhibitor	NA	FALSE	FALSE	FALSE
NCGC00346517-01	Daptomycin	Cidecin, Cubicin, Dapcin	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Peptide	Antibacterial	Lipopeptide Antibiotic	NA	FALSE	FALSE	FALSE
NCGC00168773-01	Darunavir	Prezista, TMC114	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIV protease	Antiviral	HIV Protease inhibitors	NA	FALSE	FALSE	FALSE
NCGC00168041-01	Dextromethorphan hydrobromide	Delsym	Approved	Cell Surface Protein	NA	NA	GRIN2A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Glutamate receptor	Ion Channel	NMDA Antagonist	sigma1 Receptor Agonist	FALSE	FALSE	FALSE
NCGC00168785-02	Diclazuril	Clinacox	Phase III	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anti-coccioidal	Antiparasitic	antiprotozoal agent	NA	FALSE	FALSE	FALSE
NCGC00021336-09	Diclofenac sodium	Voltaren, Solaraze, Ecofenac	Approved	Physiological Homeostasis	NA	NA	PTGS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	COX	Immunosuppressants/Antiinflammatories	Cyclooxygenase-1/2/3 inhibitor	Non-steroidal antiinflammatory	FALSE	FALSE	FALSE
NCGC00346439-01	Diclofensine	Ro-8-4650, Moxifensine hydrochloride	Approved	Cell Surface Protein	NA	NA	SLC6A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reuptake	Plasma Membrane Transporter	Dopamine Transporter (DAT) inhibitor	Norepinephrine Transporter (NET) inhibitor; Serotonin Transporter (SERT) inhibitor	FALSE	FALSE	FALSE
NCGC00090691-03	Didanosine	Videx	Approved	Anti-microbial	NA	NA	TERT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reverse Transcriptase	Antiviral	Reverse Transcriptase inhibitor	NA	FALSE	FALSE	FALSE
NCGC00346604-01	Dihydromyricetin	Ampelopsin	Preclinical	Cell Surface Protein	NA	NA	GABRA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GABA	Ion Channel	GABA(A) BZ Site Receptor Modulator	NA	FALSE	FALSE	FALSE
NCGC00095348-07	Diindolylmethane	NA	Phase III	Transcription regulation	NA	NA	AR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AR	Nuclear Receptor Transcription Factor	Androgen Receptor Antagonist	Aryl Hydrocarbon Receptor (AhR) Agonists; Indoleamine 2,3-dioxygenase inhibitors	FALSE	FALSE	FALSE
NCGC00015332-04	Diltiazem hydrochloride	Adizem, Anoheal, Bi-tildiem, Cardizem, Tiazac	Approved	Cell Surface Protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Calcium channel	Ion Channel	L-type Ca2+ channel blocker	NA	FALSE	FALSE	FALSE
NCGC00160163-01	Diosgenin	NA	Preclinical	Physiological Homeostasis	NA	NA	PTGS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	COX	Immunosuppressants/Antiinflammatories	Cyclooxygenase up-regulator	Apoptosis Inducers	FALSE	FALSE	FALSE
NCGC00015335-11	Diphenhydramine hydrochloride	Benadryl, Butix, Dimedrol	Approved	Cell Surface Protein	NA	NA	HRH1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-q/11 Coupled	G-Coupled Protein Receptor	Histamine H1 Receptor Antagonists	NA	FALSE	FALSE	FALSE
NCGC00015385-12	Dipyridamole	Persantin, Permole	Approved	Metabolism	NA	NA	PDE5A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phosphodiesterase	Phosphodiesterase III/V (PDE5) inhibitor	NA	FALSE	FALSE	FALSE
NCGC00346613-01	Disufenton sodium	NXY-059, Cerovive	Phase III	Physiological Homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROS	Free Radical Regulation	Free Radical Scavenger	NA	FALSE	FALSE	FALSE
NCGC00015321-04	Dobutamine hydrochloride	Dobutrex, Posiject	Approved	Cell Surface Protein	NA	NA	ADRB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-s Coupled	G-Coupled Protein Receptor	beta1-Adrenoceptor Antagonists	NA	FALSE	FALSE	FALSE
NCGC00159370-05	Docosanol	Abreva, Erazaban, Healip, Herepair, Lidakol	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anti-hsv	Antiviral	Anti-Herpes Simplex Virus Drug	NA	FALSE	FALSE	FALSE
NCGC00164549-01	Dofetilide	Tikosyn, Xelide	Approved	Cell Surface Protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Potassium channel	Ion Channel	K(V)11.1 (erg1) Channel Blocker	antiarrythmic	FALSE	FALSE	FALSE
NCGC00346629-01	Dolutegravir	GSK-1349572	Phase III	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIV integrase	Antiviral	HIV Integrase inhibitors	NA	FALSE	FALSE	FALSE
NCGC00167485-02	Doripenem	Doribax, Finibax	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Carbopenem	Antibacterial	Carbapenem Antibiotic	NA	FALSE	FALSE	FALSE
NCGC00346971-01	Double JS-K	NA	Preclinical	Physiological Homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	Nitric Oxide Regulation	nitric oxide donors	NA	FALSE	FALSE	FALSE
NCGC00018158-08	Doxazosin mesylate	Cardura, Carduran	Approved	Cell Surface Protein	NA	NA	ADRA1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-q/11 Coupled	G-Coupled Protein Receptor	alpha1-Adrenoceptor Antagonists	NA	FALSE	FALSE	FALSE
NCGC00164559-04	Duloxetine hydrochloride	Ariclaim, Cymbalta, Xeristar, Yentreve	Approved	Cell Surface Protein	NA	NA	SLC6A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serotonin	Plasma Membrane Transporter	Serotonin Transporter (SERT) inhibitor	Norepinephrine Transporter (NET) inhibitors	FALSE	FALSE	FALSE
NCGC00263522-02	Dutasteride	Avidart, Avodart, Avolve, Duagen	Approved	Transcription regulation	NA	NA	SRD5A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nuclear Receptor Transcription Factor	Steroid 5alpha-Reductase inhibitors	NA	FALSE	FALSE	FALSE
NCGC00159337-06	Efavirenz	Stocrin, Sustiva, DMP-266, L-743726	Approved	Anti-microbial	NA	NA	TERT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reverse Transcriptase	Antiviral	Reverse Transcriptase inhibitor	NA	FALSE	FALSE	FALSE
NCGC00346561-01	Emtricitabine	Coviracil, Emtriva, Atripla	Approved	Anti-microbial	NA	NA	TERT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reverse Transcriptase	Antiviral	Reverse Transcriptase inhibitor	NA	FALSE	FALSE	FALSE
NCGC00016927-10	Enoxacin	Penetrex, Almitil, Bactidan, Enoxen	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Quinolone	Antibacterial	Quinoline Antibiotic	NA	FALSE	FALSE	FALSE
NCGC00346720-01	Entecavir	Baraclude	Approved	DNA Replication	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DNA Polymerase	DNA Polymerase inhibitors	Anti-Hepatitis B Virus Drug	FALSE	FALSE	FALSE
NCGC00345785-01	Eprosartan mesylate	Teveten	Approved	Cell Surface Protein	NA	NA	AGT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-q/11 Coupled	G-Coupled Protein Receptor	Angiotensin AT1 Antagonist	NA	FALSE	FALSE	FALSE
NCGC00095486-03	Ergosterol	NA	Preclinical	Transcription regulation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nuclear Receptor Transcription Factor	Sterol (fungal cell wall)	NA	FALSE	FALSE	FALSE
NCGC00346559-01	Erythromycin	E-Mycin, Emgel, Eryacne	Approved	Transcription regulation	NA	NA	NFKB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NFKB	Signal Sensing Transcription Factor	NF-kappaB Activation inhibitor	Motilin Receptor Agonist; Macrolide antibiotic	FALSE	FALSE	FALSE
NCGC00186013-01	Esomeprazole magnesium	Omeprazole magnesium, Nexium	Approved	Cell Surface Protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Proton pump	Ion Channel	H+/K+-ATPase inhibitor	NA	FALSE	FALSE	FALSE
NCGC00016497-08	Ethionamide	NA	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anti-tubercular agent	Antiparasitic	Cell Wall Biosynthesis inhibitors	antibiotic TB treatment	FALSE	FALSE	FALSE
NCGC00025176-01	Etomidate	Amidate, Hypnomidate	Approved	Cell Surface Protein	NA	NA	GABRA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GABA	Ion Channel	GABAA Receptor Modulator	NA	FALSE	FALSE	FALSE
NCGC00242507-01	Everolimus	Afinitor, NVP-RAD-001, Certican, Zortress	Approved	Cell signaling	NA	NA	MTOR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mTOR	Serine/Threonine Kinase	mTOR inhibitor	Rotamase (FKBP12) inhibitor	FALSE	FALSE	FALSE
NCGC00095134-03	Ezetimibe	Ezetrol, Zetia, Zient, MK-0653, SCH-58235	Approved	Metabolism	NA	NA	NPC1L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cholesterol	Lipid Metabolism	NPC1L1 inhibitor	NA	FALSE	FALSE	FALSE
NCGC00095133-04	Famciclovir	Famvir, Oravir	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Purine Analog	Antiviral	antiviral	NA	FALSE	FALSE	FALSE
NCGC00018276-03	Famotidine	Famodil, Gaster, Gaster D, Gastridin, Pepcid	Approved	Cell Surface Protein	NA	NA	HRH2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-s Coupled	G-Coupled Protein Receptor	Histamine H2 Receptor Antagonists	NA	FALSE	FALSE	FALSE
NCGC00253713-02	Fenticonazole nitrate	Gynoxin, Lomexin	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Triazole	Antifungal	Antifungal Agent	NA	FALSE	FALSE	FALSE
NCGC00346540-01	Fesoterodine fumarate	Toviaz	Approved	Cell Surface Protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Multiple	G-Coupled Protein Receptor	Muscarinic Antagonists	NA	FALSE	FALSE	FALSE
NCGC00167558-01	Fleroxacin	Megalone, Megalosin, Quinodis	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Quinolone	Antibacterial	Quinoline Antibiotic	NA	FALSE	FALSE	FALSE
NCGC00018102-06	Flunarizine hydrochloride	NA	Approved	Cell Surface Protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Calcium channel	Ion Channel	Calcium Channel Blocker	NA	FALSE	FALSE	FALSE
NCGC00094927-01	Flunisolide	Nasalide, Nasarel, Syntaris	Approved	Transcription regulation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nuclear Receptor Transcription Factor	Corticosteroid	NA	FALSE	FALSE	FALSE
NCGC00018157-11	Flurbiprofen	, Anmetarin (cataplasm)    Adofeed, Ansaid, Antadys, Cebutid, Flugalin, Flurofen, Froben, Ocufen, Ocuflur	Approved	Physiological Homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	COX	Immunosuppressants/Antiinflammatories	non-steroidal antiinflammatory	NA	FALSE	FALSE	FALSE
NCGC00018193-06	Fluvoxamine maleate	Depromel, Faverin, Fevarin, Floxyfral, Luvox	Approved	Cell Surface Protein	NA	NA	HTR1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reuptake	Plasma Membrane Transporter	5-HT Reuptake inhibitor	SSRI inhibitor	FALSE	FALSE	FALSE
NCGC00017269-06	Formononetin	Formononetol	Preclinical	Metabolism	NA	NA	MAOA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MAO	Metabolite Conversion	MAO inhibitor	NA	FALSE	FALSE	FALSE
NCGC00346622-01	Fostamatinib disodium	Tamatinib fosdium, R935788, R788	Phase III	Cell signaling	NA	NA	SYK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SYK	Tyrosine Kinase	Syk Kinase inhibitor	Flt3 (FLK2/STK1) inhibitors	FALSE	FALSE	FALSE
NCGC00164789-05	Fulvestrant	Faslodex, ICI-182780, ZD-182780, ZD-9238, ZM-182780	Approved	Transcription regulation	NA	NA	ESR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ESR1	Nuclear Receptor Transcription Factor	Estrogen Receptor Antagonist	NA	FALSE	FALSE	FALSE
NCGC00094889-05	Fumalic acid	Ferulic acid	Preclinical	Physiological Homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phenol	Free Radical Regulation	Free Radical Scavenger	NA	FALSE	FALSE	FALSE
NCGC00016241-11	Furosemide	Diumide-K, Lasix	Approved	Cell Surface Protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sodium channel	Ion Channel	Loop Diuretics	NA	FALSE	FALSE	FALSE
NCGC00017394-08	G-Strophanthin	Ouabain	Preclinical	Cell Surface Protein	NA	NA	NKAIN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ionotrope	Ion Channel	Na+/K+-ATPase inhibitors	NA	FALSE	FALSE	FALSE
NCGC00017256-08	Galantamine hydrobromide	, Galanthamine hydrobromide    Nivalin, Razadyne, Reminyl	Approved	Metabolism	NA	NA	ACHE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metabolite Conversion	Acetylcholinesterase inhibitors	Butyrylcholinesterase inhibitors	FALSE	FALSE	FALSE
NCGC00015471-06	Ganciclovir	Citovirax, Cymevan, Cymeven, Cymevene, Cytovene, Virgan, Vitrasert, Zirgan	Approved	DNA Replication	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DNA Polymerase	DNA Polymerase inhibitors	NA	FALSE	FALSE	FALSE
NCGC00068236-08	Gatifloxacin	Bonoq, Gatiflo, Tequin, Zymar, Zymaxid	Approved	Anti-microbial	NA	NA	TOP2B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Quinolones	Antibacterial	DNA Topoisomerase IV inhibitors	DNA Gyrase inhibitors	FALSE	FALSE	FALSE
NCGC00263106-01	Gavestinel sodium	GV-150526A	Phase III	Cell Surface Protein	NA	NA	GRIN2A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Glutamate receptor	Ion Channel	NMDA Glycine-Site Antagonist	NA	FALSE	FALSE	FALSE
NCGC00015484-06	GBR-12935	NA	Preclinical	Cell Surface Protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reuptake	Plasma Membrane Transporter	Dopamine Reuptake inhibitor	NA	FALSE	FALSE	FALSE
NCGC00346643-01	Geldanamycin	NA	Preclinical	Other	NA	NA	HSP90AB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HSP90	Chaperone	Heat Shock Protein 90 (hsp90) inhibitor	NA	FALSE	FALSE	FALSE
NCGC00186010-02	Genipin	NA	Preclinical	Physiological Homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Free Radical Regulation	Free Radical Scavenger	non-steroidal antiinflammatory	FALSE	FALSE	FALSE
NCGC00346737-01	Genistin	Genistoside	Preclinical	Transcription regulation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nuclear Receptor Transcription Factor	Lipid lowering agents	estrogen mimic, hits PPAR	FALSE	FALSE	FALSE
NCGC00346609-01	Gentamycin sulfate	Gentacycol, Gentamicins, Gentamycinum, Cidomycin	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aminoglycoside	Antibacterial	Antibiotic	NA	FALSE	FALSE	FALSE
NCGC00095107-10	Gliclazide	Diabrezide, Diamicron, Glimicron	Approved	Cell Surface Protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Potassium channel	Ion Channel	K(ATP) Channel Blockers	NA	FALSE	FALSE	FALSE
NCGC00183128-01	Glycyrrhizic acid	NA	Approved	Metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Protease	Thrombin inhibitors	Cell Adhesion inhibitors; inhibitors of Blood Coagulation Pathways	FALSE	FALSE	FALSE
NCGC00345817-01	GM-6001	Ilomastat	Preclinical	Metabolism	NA	NA	MMP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Protease	MMP inhibitor	NA	FALSE	FALSE	FALSE
NCGC00183873-01	Granisetron hydrochloride	BEMA-Granisetron, Granisetron-MDTS, Kytril, Granisol (free base), Sancuso (free base)	Approved	Cell Surface Protein	NA	NA	HTR3A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ligand Gated	Ion Channel	5-HT3 Antagonists	NA	FALSE	FALSE	FALSE
NCGC00263111-01	GSK-3787	NA	Preclinical	Transcription regulation	NA	NA	PPARD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PPAR	Nuclear Receptor Transcription Factor	PPARdelta Antagonist	NA	FALSE	FALSE	FALSE
NCGC00092344-05	GW-0742	GW-610742   	Preclinical	Transcription regulation	NA	NA	PPARG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PPAR	Nuclear Receptor Transcription Factor	PPARgamma Agonists 	Insulin Sensitizer	FALSE	FALSE	FALSE
NCGC00015478-08	GW-5074	NA	Preclinical	Cell signaling	NA	NA	BRAF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RAF	Serine/Threonine Kinase	Raf Kinase inhibitors	Leucine-Rich Repeat Kinase 1/2 (LRRK1/2; Dardarin) inhibitors	FALSE	FALSE	FALSE
NCGC00165799-02	GW-6471	NA	Preclinical	Transcription regulation	NA	NA	PPARA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PPAR	Nuclear Receptor Transcription Factor	PPARalpha Antagonist	NA	FALSE	FALSE	FALSE
NCGC00015480-13	GW-7647	NA	Preclinical	Transcription regulation	NA	NA	PPARA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PPAR	Nuclear Receptor Transcription Factor	PPARalpha Agonist	NA	FALSE	FALSE	FALSE
NCGC00015463-02	GYKI-52466	NA	Preclinical	Cell Surface Protein	NA	NA	GR1A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Glutamate receptor	Ion Channel	AMPA Antagonist	NA	FALSE	FALSE	FALSE
NCGC00263113-01	GYKI-53655	LY-300168	Preclinical	Cell Surface Protein	NA	NA	GR1A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Glutamate receptor	Ion Channel	AMPA receptor antagonist	NA	FALSE	FALSE	FALSE
NCGC00015500-10	Haloperidol	Haldol, Serenace	Approved	Cell Surface Protein	NA	NA	DRD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-i/o Coupled	G-Coupled Protein Receptor	Dopamine D2 Antagonist	NA	FALSE	FALSE	FALSE
NCGC00016672-04	Halopyramine	Chloropyramine, Chloropyribenzamine	Preclinical	Cell Surface Protein	NA	NA	HRH1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-q/11 Coupled	G-Coupled Protein Receptor	Histamine H1 Receptor Antagonists	Focal Adhesion Kinase (FAK) inhibitors	FALSE	FALSE	FALSE
NCGC00346956-01	HMSL10015	HG-5-113-01	Preclinical	Cell signaling	NA	NA	ABL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BRC-ABL	Tyrosine Kinase	Bcr-Abl inhibitor	lymphocyte-oriented kinase; leukocyte tyrosine kinase	FALSE	FALSE	FALSE
NCGC00346957-01	HMSL10016	HG-5-88-01	Preclinical	Cell signaling	NA	NA	EGFR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HER	Tyrosine Kinase	EGFR (HER1; erbB1) inhibitor	aarF domain containing kinase 4	FALSE	FALSE	FALSE
NCGC00346958-01	HMSL10019	JW-7-24-1	Preclinical	Cell signaling	NA	NA	LCK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LCK	Tyrosine Kinase	Lck Kinase inhibitors	NA	FALSE	FALSE	FALSE
NCGC00346960-01	HMSL10058	CG-930	Preclinical	Cell signaling	NA	NA	MAPK8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	JNK	Serine/Threonine Kinase	JNK inhibitor	NA	FALSE	FALSE	FALSE
NCGC00346961-01	HMSL10076	QL-XI-92	preclinical	Cell signaling	NA	NA	DDR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DDR1	Tyrosine Kinase	discoidin domain receptor tyrosine kinase (DDR1)	NA	FALSE	FALSE	FALSE
NCGC00346963-01	HMSL10083	WZ-7043	Preclinical	Cell signaling	NA	NA	CSF1R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FMS	Tyrosine Kinase	CSF1R (c-FMS) inhibitor	DDR1, FGFR, TAO1	FALSE	FALSE	FALSE
NCGC00346964-01	HMSL10084	WZ-3105	Preclinical	Cell signaling	NA	NA	FLT3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FLT	Tyrosine Kinase	FLT3	CLK2, CSNK1E, ULK1	FALSE	FALSE	FALSE
NCGC00346965-01	HMSL10087	XMD11-85h	Preclinical	Cell signaling	NA	NA	FLT4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FLT	Tyrosine Kinase	FLT4	MARK4, PRKCD, RET	FALSE	FALSE	FALSE
NCGC00346966-01	HMSL10088	XMD13-2	Preclinical	DNA Replication	NA	NA	RIPK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nuclease	Receptor-interacting serine/threonine-protein kinase 1 (RIPK1)	NA	FALSE	FALSE	FALSE
NCGC00346967-01	HMSL10089	XMD14-99	Preclinical	Cell signaling	NA	NA	CAMKK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CaMKII	Serine/Threonine Kinase	Calmodulin-Dependent Protein Kinase I inhibitors	EPHB3	FALSE	FALSE	FALSE
NCGC00163567-03	Honokiol	NA	Preclinical	Transcription regulation	NA	NA	NFKB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NFKB	Signal Sensing Transcription Factor	NF-kappaB Activation Modulator	NA	FALSE	FALSE	FALSE
NCGC00160162-03	Hordenine	NA	NA	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phenethylamine	Antibacterial	Antibiotic properties	antibacterial alkaloid	FALSE	FALSE	FALSE
NCGC00163246-01	Huperizine A	(-)-Huperzine A	Approved	Metabolism	NA	NA	ACHE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metabolite Conversion	Acetylcholinesterase inhibitors	NMDA Antagonist	FALSE	FALSE	FALSE
NCGC00015529-18	Ibuprofen lysine	NeoProfen	Approved	Physiological Homeostasis	NA	NA	PTGS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	COX	Immunosuppressants/Antiinflammatories	Cyclooxygenase-1/2 inhibitor	NA	FALSE	FALSE	FALSE
